MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,PLX_VALUE,FLUX_V,FLUX_B,OTYPE,SCRIPT_NUMBER_ID
IRAS 00037+4707,00 06 23.7452,+47 24 17.067,14,14,0.0149,0.0129,90,A,O,2020yCat.1350....0G,0.878,9.14,10.85,Star,0
HD      3,00 05 09.7582,+45 13 44.510,14,14,0.0558,0.0439,90,A,O,2020yCat.1350....0G,6.3137,6.71,6.77,Star,0
BD+46    32,00 14 50.0973,+46 50 34.795,14,14,0.0139,0.0112,90,A,O,2020yCat.1350....0G,1.3822,9.13,10.76,Star,0
HD   1072,00 15 07.5296,+47 15 28.858,14,14,0.0532,0.0401,90,A,O,2020yCat.1350....0G,7.468,8.5,8.8,Star,0
HD   1079,00 15 15.6982,+47 23 08.760,14,14,0.0208,0.0138,90,A,O,2020yCat.1350....0G,1.3617,8.83,8.84,Star,0
HD   1080,00 15 19.7014,+46 53 57.625,14,14,0.0146,0.011,90,A,O,2020yCat.1350....0G,14.9367,8.37,8.9,HighPM*,0
HD   1211,00 16 44.7993,+47 16 45.843,14,14,0.0281,0.0203,90,A,O,2020yCat.1350....0G,1.948,8.33,8.31,Star,0
HD   1222,00 16 49.7364,+47 14 38.505,14,14,0.0219,0.0147,90,A,O,2020yCat.1350....0G,1.4849,9.21,9.21,Star,0
BD+46    48,00 17 28.0078,+47 04 58.720,14,14,0.0126,0.01,90,A,O,2020yCat.1350....0G,0.9385,9.33,10.87,Star,0
BD+46    50,00 18 10.7598,+47 23 03.237,14,14,0.0136,0.009,90,A,O,2020yCat.1350....0G,2.5477,9.39,9.64,Star,0
BD+46    52,00 18 46.5941,+47 40 30.818,14,14,0.041,0.0316,90,A,O,2020yCat.1350....0G,1.5202,9.46,10.52,Star,0
BD+46    53,00 19 21.6104,+47 21 27.146,14,14,0.0147,0.0101,90,A,O,2020yCat.1350....0G,4.3879,9.29,9.63,SB*,0
BD+46    61,00 20 59.4519,+47 37 00.720,14,14,0.1049,0.0756,90,A,O,2020yCat.1350....0G,2.6348,9.74,9.93,**,0
HD   1864,00 23 13.2692,+47 16 05.572,8,8,0.281,0.137,90,A,O,2016A&A...595A...2G,3.2,8.97,9.28,**,0
BD+46    69,00 23 22.9795,+46 58 34.209,14,14,0.0161,0.0093,90,A,O,2020yCat.1350....0G,1.5401,8.86,10.16,Star,0
HD   1033,00 14 54.2553,+46 48 12.662,14,14,0.0142,0.0099,90,A,O,2020yCat.1350....0G,7.9987,8.66,9.16,HighPM*,0
BD+45    39,00 15 06.1400,+46 33 01.583,14,14,0.0123,0.0086,90,A,O,2020yCat.1350....0G,2.2835,9.98,11.18,Star,0
BD+45    40,00 15 12.5962,+46 47 39.959,14,14,0.0126,0.0086,90,A,O,2020yCat.1350....0G,7.8981,9.58,10.13,HighPM*,0
BD+45    41,00 15 17.5350,+46 36 10.567,14,14,0.0407,0.0278,90,A,O,2020yCat.1350....0G,1.6489,8.81,9.71,SB*,0
BD+45    46,00 16 01.9819,+46 47 15.524,14,14,0.0136,0.0098,90,A,O,2020yCat.1350....0G,3.2563,9.5,9.74,Star,0
BD+45    47,00 16 42.5890,+46 24 41.224,14,14,0.0127,0.0085,90,A,O,2020yCat.1350....0G,1.7681,9.34,10.75,Star,0
HD   1241,00 16 51.7449,+46 36 51.386,14,14,0.0131,0.01,90,A,O,2020yCat.1350....0G,4.5802,7.17,8.24,Star,0
BD+45    54,00 18 25.2903,+46 22 04.138,14,14,0.0264,0.0176,90,A,O,2020yCat.1350....0G,4.211,9.52,9.94,Star,0
BD+45    55,00 18 36.2541,+46 22 17.027,14,14,0.0502,0.0352,90,A,O,2020yCat.1350....0G,4.8873,9.28,9.55,Star,0
BD+45    62,00 20 41.5449,+46 32 45.676,14,14,0.0129,0.0084,90,A,O,2020yCat.1350....0G,1.572,9.04,10.24,Star,0
HD   1648,00 20 55.0038,+46 29 09.611,14,14,0.0305,0.0205,90,A,O,2020yCat.1350....0G,1.7996,7.95,7.86,Star,0
BD+45    65,00 20 58.8926,+46 31 29.965,14,14,0.015,0.01,90,A,O,2020yCat.1350....0G,1.8023,9.11,9.22,Star,0
HD   1711,00 21 32.7813,+46 19 17.922,14,14,0.0187,0.0125,90,A,O,2020yCat.1350....0G,1.7861,8.46,8.56,Star,0
BD+45    76,00 23 22.7093,+46 33 13.939,14,14,0.0149,0.0098,90,A,O,2020yCat.1350....0G,1.2111,8.98,10.51,Star,0
HD   1933,00 23 46.2541,+46 34 39.771,14,14,0.0146,0.0095,90,A,O,2020yCat.1350....0G,3.5638,9.31,9.53,Star,0
BD+45    45,00 15 59.9217,+46 09 47.160,14,14,0.0138,0.0107,90,A,O,2020yCat.1350....0G,3.4521,8.78,9.91,Star,0
HD   1374,00 18 09.2158,+46 12 51.526,14,14,0.0138,0.01,90,A,O,2020yCat.1350....0G,4.4906,6.816,8.139,Star,0
BD+45    57,00 19 08.5413,+46 09 08.968,14,14,0.0124,0.008,90,A,O,2020yCat.1350....0G,2.3763,9.0,10.12,Star,0
BD+45    74,00 22 45.4163,+46 14 26.117,8,8,0.326,0.137,90,A,O,2016A&A...595A...2G,3.13,9.99,10.34,**,0
HD   1865,00 23 11.1552,+45 56 25.523,14,14,0.016,0.0097,90,A,O,2020yCat.1350....0G,0.7936,9.66,11.23,Star,0
HD   1092,00 15 22.0030,+45 31 47.135,14,14,0.0157,0.0103,90,A,O,2020yCat.1350....0G,2.028,9.66,9.76,Star,0
HD   1121,00 15 44.9320,+45 32 37.972,14,14,0.0178,0.0133,90,A,O,2020yCat.1350....0G,6.6096,8.24,8.58,Star,0
HD   1158,00 16 07.4987,+45 27 09.268,14,14,0.0543,0.0381,90,A,O,2020yCat.1350....0G,2.8647,8.61,8.69,Star,0
HD   1307,00 17 30.5764,+45 45 57.133,14,14,0.0114,0.0085,90,A,O,2020yCat.1350....0G,10.3478,8.8,9.34,Star,0
BD+44    56,00 18 37.8256,+45 24 07.068,14,14,0.012,0.0093,90,A,O,2020yCat.1350....0G,2.5591,9.62,9.88,Star,0
HD   1614,00 20 33.0000,+45 30 32.103,14,14,0.3683,0.2545,90,A,O,2018yCat.1345....0G,9.3522,7.01,7.55,**,0
BD+44    65,00 21 13.7139,+45 15 35.345,14,14,0.0125,0.0077,90,A,O,2020yCat.1350....0G,3.6448,9.25,10.19,Star,0
BD+44    69,00 22 30.4588,+45 41 26.486,14,14,0.0633,0.0407,90,A,O,2020yCat.1350....0G,2.314,9.22,9.49,Star,0
HD    904,00 13 36.9633,+47 11 35.765,14,14,0.028,0.0226,90,A,O,2020yCat.1350....0G,6.0576,7.98,8.16,SB*,0
HD    948,00 14 02.8903,+46 56 43.686,14,14,0.0175,0.0143,90,A,O,2020yCat.1350....0G,1.1109,8.2,9.83,Star,0
BD+46    28,00 14 04.1294,+47 06 28.526,14,14,0.0103,0.0079,90,A,O,2020yCat.1350....0G,2.6888,9.51,10.7,Star,0
HD    764,00 12 10.3472,+46 46 29.661,14,14,0.1536,0.1183,90,A,O,2020yCat.1350....0G,4.9327,9.13,9.57,**,0
BD+45    27,00 13 07.6316,+46 48 01.804,14,14,0.0114,0.0095,90,A,O,2020yCat.1350....0G,1.686,9.04,10.35,Star,0
HD    794,00 12 26.3852,+45 57 34.517,14,14,0.0434,0.0333,90,A,O,2020yCat.1350....0G,1.3505,8.34,9.97,**,0
HD    818,00 12 48.0426,+46 05 43.454,14,14,0.0145,0.0116,90,A,O,2020yCat.1350....0G,17.3392,6.62,7.01,HighPM*,0
BD+45    29,00 13 21.7229,+46 15 30.134,14,14,0.0134,0.0092,90,A,O,2020yCat.1350....0G,1.3656,9.04,10.01,Star,0
BD+44    22,00 11 57.4518,+45 33 45.788,14,14,0.0141,0.0089,90,A,O,2020yCat.1350....0G,1.4539,9.23,10.51,Star,0
BD+44    30,00 13 05.3068,+45 27 30.731,14,14,0.0111,0.0079,90,A,O,2020yCat.1350....0G,1.2034,9.84,11.26,Star,0
BD+44    20,00 11 26.9001,+45 04 26.002,14,14,0.01,0.0081,90,A,O,2020yCat.1350....0G,1.9291,9.46,10.69,Star,0
BD+44    40,00 14 06.1895,+45 06 34.458,14,14,0.0114,0.0082,90,A,O,2020yCat.1350....0G,1.6623,9.39,10.39,Star,0
HD   1081,00 15 16.2598,+45 10 45.172,14,14,0.0181,0.013,90,A,O,2020yCat.1350....0G,0.4891,8.31,9.77,Star,0
HD   1093,00 15 25.4922,+45 01 32.497,14,14,0.0247,0.0176,90,A,O,2020yCat.1350....0G,10.4754,8.48,8.99,HighPM*,0
BD+44    55,00 17 57.8763,+45 05 39.355,14,14,0.0125,0.0089,90,A,O,2020yCat.1350....0G,4.2828,9.05,10.1,Star,0
BD+44    59,00 19 36.4379,+44 56 43.228,14,14,0.0118,0.0081,90,A,O,2020yCat.1350....0G,5.5117,9.45,9.92,Star,0
HD   1602,00 20 28.3751,+44 56 20.994,14,14,0.0137,0.0097,90,A,O,2020yCat.1350....0G,2.8544,8.49,9.5,Star,0
HD   1670,00 21 10.5413,+44 56 14.480,14,14,0.0143,0.0095,90,A,O,2020yCat.1350....0G,2.7667,7.55,8.82,Star,0
HD   1728,00 21 42.0449,+44 53 37.256,14,14,0.0172,0.0122,90,A,O,2020yCat.1350....0G,1.3083,9.43,10.92,Star,0
BD+44    70,00 22 32.7888,+44 55 35.990,14,14,0.6031,0.4693,90,A,O,2018yCat.1345....0G,3.1472,9.07,9.61,**,0
BD+46    54,00 19 25.4487,+47 12 21.233,14,14,0.0295,0.0221,90,A,O,2020yCat.1350....0G,5.6871,9.84,10.338,Star,0
IRAS 00090+4443,00 11 38.4963,+44 59 33.320,14,14,0.0146,0.0109,90,A,O,2020yCat.1350....0G,0.5938,9.5,11.16,Star,0
TYC 3247-582-1,00 14 00.3746,+46 35 15.724,14,14,0.0104,0.0076,90,A,O,2020yCat.1350....0G,4.2438,9.98,10.43,HighPM*,0
TYC 3247-802-1,00 20 45.9521,+46 36 54.286,14,14,0.0097,0.0076,90,A,O,2020yCat.1350....0G,1.3344,9.98,11.0,Star,0
TYC 3247-823-1,00 13 28.9622,+46 25 01.819,14,14,0.0116,0.009,90,A,O,2020yCat.1350....0G,2.391,9.54,10.68,Star,0
TYC 3247-930-1,00 19 42.6490,+46 30 34.436,14,14,0.0313,0.0206,90,A,O,2020yCat.1350....0G,1.5919,9.79,9.87,Star,0
TYC 3247-1635-1,00 15 58.2288,+46 24 52.204,14,14,0.0411,0.0279,90,A,O,2020yCat.1350....0G,3.5184,9.69,10.09,Star,0
TYC 3247-1811-1,00 13 36.6644,+45 09 40.242,14,14,0.011,0.0082,90,A,O,2020yCat.1350....0G,1.35,9.73,11.21,Star,0
TYC 3247-2545-1,00 19 09.7956,+45 11 46.226,14,14,0.011,0.008,90,A,O,2020yCat.1350....0G,1.3165,9.95,11.26,Star,0
TYC 3248-1790-1,00 23 25.6866,+46 10 44.345,14,14,0.0175,0.0103,90,A,O,2020yCat.1350....0G,3.9023,9.65,10.35,EmLine*,0
TYC 3251-2020-1,00 20 43.9441,+47 26 01.931,14,14,0.0128,0.0088,90,A,O,2020yCat.1350....0G,3.5916,9.89,10.2,Star,0
BD+46    82,00 27 37.9150,+46 48 28.451,14,14,0.0181,0.0097,90,A,O,2020yCat.1350....0G,3.1349,9.65,9.93,Star,0
HD   2560,00 29 37.2830,+47 29 20.911,14,14,0.0149,0.0093,90,A,O,2020yCat.1350....0G,1.7625,9.43,9.49,Star,0
HD   2675,00 30 45.5643,+47 31 47.545,9,9,7.12,6.24,104,A,O,2007A&A...474..653V,20.27,7.75,8.36,**,0
BD+46   100,00 32 09.2426,+47 26 02.698,14,14,0.0112,0.0086,90,A,O,2020yCat.1350....0G,3.2898,9.14,10.26,Star,0
HD   2836,00 32 09.8772,+47 07 22.231,14,14,0.0254,0.017,90,A,O,2020yCat.1350....0G,4.0847,8.29,8.36,Star,0
BD+46   104,00 33 06.3269,+47 07 58.827,14,14,0.012,0.0091,90,A,O,2020yCat.1350....0G,2.004,9.25,10.32,Star,0
BD+46   111,00 34 29.1237,+46 57 39.048,14,14,0.0158,0.0107,90,A,O,2020yCat.1350....0G,3.2756,9.32,9.76,Star,0
BD+45    96,00 27 13.6877,+46 37 50.625,14,14,0.0127,0.0069,90,A,O,2020yCat.1350....0G,4.811,9.34,9.63,Star,0
BD+45    98,00 27 15.8025,+46 39 07.510,14,14,0.0136,0.0079,90,A,O,2020yCat.1350....0G,1.7544,9.45,9.56,Star,0
HD   2322,00 27 22.7066,+46 33 16.495,14,14,0.0768,0.0435,90,A,O,2020yCat.1350....0G,7.1634,8.33,8.83,SB*,0
HD   2341,00 27 33.8466,+46 17 13.436,14,14,0.0148,0.0087,90,A,O,2020yCat.1350....0G,1.8263,9.7,9.78,Star,0
HD   2356,00 27 38.4165,+46 39 47.286,14,14,0.0148,0.0079,90,A,O,2020yCat.1350....0G,1.7704,9.48,9.66,Star,0
HD   2370,00 27 48.1832,+46 33 17.888,14,14,0.0119,0.0072,90,A,O,2020yCat.1350....0G,4.4233,9.3,9.5,Star,0
HD   2599,00 29 51.4620,+46 23 06.014,14,14,0.0161,0.0093,90,A,O,2020yCat.1350....0G,5.259,8.9,9.27,SB*,0
HD   2687,00 30 50.2030,+46 35 10.027,14,14,0.0179,0.0126,90,A,O,2020yCat.1350....0G,1.8717,8.75,9.78,Star,0
BD+45   127,00 31 58.6018,+46 35 01.345,14,14,0.0139,0.011,90,A,O,2020yCat.1350....0G,2.5783,8.82,9.97,Star,0
HD   2932,00 32 54.9495,+46 46 24.418,14,14,0.0198,0.0123,90,A,O,2020yCat.1350....0G,1.8599,9.13,9.24,Star,0
BD+45   135,00 32 58.4260,+46 42 03.294,14,14,0.0432,0.0305,90,A,O,2020yCat.1350....0G,2.5454,8.89,9.85,Star,0
BD+45   141,00 33 29.5986,+46 20 10.208,14,14,0.0308,0.0218,90,A,O,2020yCat.1350....0G,2.7676,9.55,9.88,Star,0
BD+45   147,00 34 54.5867,+46 26 20.590,14,14,0.0104,0.0086,90,A,O,2020yCat.1350....0G,2.7517,9.03,10.19,Star,0
BD+45    95,00 26 55.5661,+45 57 37.354,14,14,0.0109,0.0059,90,A,O,2020yCat.1350....0G,4.903,9.35,9.91,Star,0
BD+45   117,00 29 53.5567,+46 05 59.386,14,14,0.0195,0.0109,90,A,O,2020yCat.1350....0G,1.2214,9.13,10.7,Star,0
HD   2627,00 30 10.6986,+45 57 02.861,8,8,0.432,0.258,90,A,O,2016A&A...595A...2G,7.77,8.89,9.31,**,0
HD   2805,00 31 47.3474,+45 55 34.663,14,14,0.0211,0.0128,90,A,O,2020yCat.1350....0G,4.7185,7.49,8.58,Star,0
BD+44    88,00 25 33.8545,+45 27 27.374,14,14,0.0294,0.0172,90,A,O,2020yCat.1350....0G,5.0039,9.62,10.22,Star,0
HD   2399,00 28 01.9161,+45 43 26.303,14,14,0.0288,0.0154,90,A,O,2020yCat.1350....0G,3.363,8.15,9.2,Star,0
HD   2433,00 28 22.0584,+45 13 39.554,14,14,0.0173,0.0089,90,A,O,2020yCat.1350....0G,3.1904,8.34,9.4,HighPM*,0
HD   2460,00 28 41.1054,+45 46 47.739,14,14,0.0176,0.0092,90,A,O,2020yCat.1350....0G,7.6383,8.5,8.88,Star,0
BD+44   105,00 31 43.9744,+45 04 30.701,14,14,0.0151,0.0102,90,A,O,2020yCat.1350....0G,2.4289,9.57,9.79,Star,0
BD+44   107,00 31 53.8798,+45 31 02.996,14,14,0.0149,0.0118,90,A,O,2020yCat.1350....0G,0.987,9.7,11.34,Star,0
HD   2992,00 33 33.2945,+45 08 55.415,14,14,0.1215,0.1029,90,A,O,2020yCat.1350....0G,5.1923,8.31,8.95,SB*,0
BD+44   116,00 33 52.9472,+45 09 33.902,14,14,0.0368,0.0319,90,A,O,2020yCat.1350....0G,2.0199,8.65,9.6,Star,0
BD+45    82,00 24 04.3766,+46 17 35.317,14,14,0.0132,0.0084,90,A,O,2020yCat.1350....0G,2.8234,9.16,9.62,Star,0
HD   2044,00 24 56.0367,+46 25 34.048,14,14,0.1376,0.0854,90,A,O,2020yCat.1350....0G,1.2905,8.89,9.79,Star,0
BD+46    74,00 25 21.0572,+47 02 07.619,14,14,0.0111,0.007,90,A,O,2020yCat.1350....0G,1.7353,9.54,10.56,Star,0
HD   2254,00 26 40.3260,+47 05 01.801,14,14,0.0187,0.0104,90,A,O,2020yCat.1350....0G,1.6274,7.99,9.52,Star,0
BD+45    87,00 25 13.2946,+46 24 13.682,14,14,0.0111,0.0069,90,A,O,2020yCat.1350....0G,1.369,9.22,10.47,Star,0
HD   1977,00 24 13.8799,+45 52 22.381,14,14,0.0171,0.0108,90,A,O,2020yCat.1350....0G,6.821,8.09,8.38,HighPM*,0
HD   2045,00 24 57.7751,+46 02 31.814,14,14,0.0164,0.0089,90,A,O,2020yCat.1350....0G,1.7528,9.49,9.59,Star,0
BD+44    79,00 23 59.6417,+45 21 57.144,14,14,0.0132,0.0072,90,A,O,2020yCat.1350....0G,1.963,9.17,10.15,Star,0
BD+44    80,00 24 03.7521,+45 44 42.836,14,14,0.0121,0.007,90,A,O,2020yCat.1350....0G,6.899,9.42,9.96,HighPM*,0
BD+44    83,00 24 12.6683,+45 45 34.747,14,14,0.011,0.0066,90,A,O,2020yCat.1350....0G,0.9269,9.98,11.28,Star,0
BD+44    86,00 25 08.3160,+45 40 42.728,14,14,0.0124,0.0075,90,A,O,2020yCat.1350....0G,2.2151,8.85,9.99,Star,0
HD   1918,00 23 43.2410,+45 05 20.901,14,14,0.0183,0.0094,90,A,O,2020yCat.1350....0G,4.157,7.62,8.59,Star,0
V* V352 And,00 29 11.1440,+44 59 42.207,14,14,0.0271,0.0152,90,A,O,2020yCat.1350....0G,0.7738,9.03,10.58,LongPeriodV*_Candidate,0
HD   2600,00 29 54.6747,+45 00 22.918,14,14,0.0641,0.0384,90,A,O,2020yCat.1350....0G,7.2782,8.93,9.54,SB*,0
HD   2621,00 30 05.5483,+45 03 26.948,14,14,0.0176,0.0125,90,A,O,2020yCat.1350....0G,3.2885,9.35,9.52,Star,0
HD   2875,00 32 23.7055,+44 55 21.472,14,14,0.0142,0.011,90,A,O,2020yCat.1350....0G,6.0381,9.0,9.46,Star,0
BD+44   112,00 32 38.7795,+44 55 09.999,14,14,0.0131,0.0107,90,A,O,2020yCat.1350....0G,2.9557,9.57,9.85,Star,0
BD+43    90,00 28 01.6651,+44 47 37.660,14,14,0.0244,0.0105,90,A,O,2020yCat.1350....0G,2.274,9.77,10.22,EmLine*,0
TYC 2795-1536-1,00 29 25.9879,+44 51 06.408,14,14,0.0146,0.0086,90,A,O,2020yCat.1350....0G,0.7828,9.94,11.46,Star,0
TYC 2795-2189-1,00 23 42.8695,+44 54 06.374,14,14,0.0108,0.0066,90,A,O,2020yCat.1350....0G,7.2488,9.68,10.19,Star,0
TYC 2796-2040-1,00 31 58.9393,+44 53 28.770,14,14,0.0163,0.0123,90,A,O,2020yCat.1350....0G,0.7043,9.95,11.25,EmLine*,0
TYC 3248-334-1,00 32 24.2719,+45 04 59.592,14,14,0.0108,0.0087,90,A,O,2020yCat.1350....0G,1.9912,9.9,10.99,Star,0
TYC 3248-1092-1,00 32 35.0287,+45 39 17.446,14,14,0.0115,0.0082,90,A,O,2020yCat.1350....0G,1.5085,9.83,10.85,Star,0
TYC 3248-1378-1,00 29 14.7874,+45 42 25.340,14,14,0.0126,0.0071,90,A,O,2020yCat.1350....0G,2.121,9.44,10.58,Star,0
TYC 3248-1574-1,00 25 50.7695,+46 18 01.611,14,14,0.0154,0.0088,90,A,O,2020yCat.1350....0G,6.424,9.88,10.53,Star,0
TYC 3248-1768-1,00 24 44.0852,+46 18 31.482,14,14,0.0093,0.0063,90,A,O,2020yCat.1350....0G,4.246,9.99,10.69,Star,0
TYC 3248-2021-1,00 32 16.6712,+46 04 24.590,14,14,0.0122,0.0083,90,A,O,2020yCat.1350....0G,1.5451,9.96,10.94,Star,0
TYC 3248-2153-1,00 32 24.4362,+46 13 44.025,14,14,0.0122,0.0085,90,A,O,2020yCat.1350....0G,0.7846,9.48,11.1,Star,0
TYC 3248-2190-1,00 33 42.8066,+46 08 50.676,14,14,0.0224,0.018,90,A,O,2020yCat.1350....0G,5.1341,9.77,10.29,Star,0
TYC 3248-2231-1,00 33 15.6717,+45 57 14.806,14,14,0.0153,0.0105,90,A,O,2020yCat.1350....0G,0.5808,9.8,11.39,Star,0
IRAS 00267+4552,00 29 24.7332,+46 08 37.056,14,14,0.0176,0.0099,90,A,O,2020yCat.1350....0G,0.519,9.88,11.77,Star,0
TYC 3248-2506-1,00 32 13.1903,+46 08 50.790,14,14,0.0149,0.0132,90,A,O,2020yCat.1350....0G,1.802,9.84,9.99,Star,0
HD   3803,00 41 06.7507,+46 58 37.027,14,14,0.0411,0.0378,90,A,O,2020yCat.1350....0G,2.6088,8.92,9.14,Star,0
BD+46   141,00 42 04.4572,+46 58 28.264,14,14,0.1076,0.1037,90,A,O,2020yCat.1350....0G,8.9282,9.02,9.43,EmLine*,0
BD+46   142,00 42 24.0027,+47 12 40.200,14,14,0.0137,0.0139,90,A,O,2020yCat.1350....0G,1.4266,9.17,10.52,Star,0
* pi. Cas,00 43 28.0696,+47 01 28.364,14,14,0.1011,0.0768,90,A,O,2020yCat.1350....0G,18.6293,4.949,5.12,SB*,0
HD   4117,00 44 02.6996,+46 57 52.879,14,14,0.4044,0.3178,90,A,O,2020yCat.1350....0G,4.7287,8.49,8.748,**,0
BD+46   163,00 46 28.3806,+47 01 49.668,14,14,0.0248,0.0172,90,A,O,2020yCat.1350....0G,1.1232,9.58,10.77,SB*,0
HD   4385,00 46 37.8090,+46 53 37.625,14,14,0.02,0.015,90,A,O,2020yCat.1350....0G,4.0939,6.86,8.07,Star,0
BD+45   164,00 38 40.8005,+46 16 34.101,14,14,0.0141,0.014,90,A,O,2020yCat.1350....0G,2.2442,8.9,10.12,Star,0
BD+45   169,00 39 37.6925,+46 43 03.109,14,14,0.0614,0.0593,90,A,O,2020yCat.1350....0G,2.3767,9.71,9.85,Star,0
BD+45   172,00 39 55.7159,+46 33 15.778,14,14,0.2298,0.157,90,A,O,2020yCat.1350....0G,11.1479,8.86,9.45,SB*,0
BD+45   186,00 44 04.2255,+46 43 40.598,14,14,0.0098,0.0104,90,A,O,2020yCat.1350....0G,1.3625,9.74,10.78,Star,0
HD   4244,00 45 21.8702,+46 18 16.925,14,14,0.0182,0.0136,90,A,O,2020yCat.1350....0G,4.0311,7.83,9.16,HighPM*,0
HD   4406,00 46 51.7422,+46 21 48.971,14,14,0.0519,0.045,90,A,O,2020yCat.1350....0G,8.3014,7.48,8.2,Star,0
BD+45   163,00 38 37.5310,+46 09 16.708,14,14,0.012,0.0122,90,A,O,2020yCat.1350....0G,1.4321,9.49,10.52,Star,0
BD+45   165,00 38 49.7424,+46 16 28.963,14,14,0.0163,0.0152,90,A,O,2020yCat.1350....0G,1.9255,9.43,9.5,Star,0
BD+45   167,00 39 23.0602,+45 53 28.657,14,14,0.0124,0.0128,90,A,O,2020yCat.1350....0G,3.5363,9.9,10.28,Star,0
BD+45   168,00 39 26.7644,+46 04 11.756,14,14,0.0123,0.0124,90,A,O,2020yCat.1350....0G,2.2696,9.24,10.39,Star,0
BD+45   173,00 40 00.9186,+46 15 31.369,14,14,0.0125,0.0121,90,A,O,2020yCat.1350....0G,1.4138,9.9,11.3,Star,0
BD+45   174,00 40 26.2837,+46 15 41.836,14,14,0.019,0.0188,90,A,O,2020yCat.1350....0G,2.0324,8.44,9.84,Star,0
BD+45   176,00 41 12.8342,+45 52 44.013,14,14,0.0301,0.0315,90,A,O,2020yCat.1350....0G,3.207,9.93,10.9,SB*,0
HD   3989,00 42 48.9647,+45 55 46.302,14,14,0.0148,0.0138,90,A,O,2020yCat.1350....0G,3.7524,7.07,8.62,Star,0
HD   4134,00 44 11.2639,+46 14 08.009,9,9,6.59,4.4,90,A,O,2007A&A...474..653V,8.51,8.77,8.85,**,0
BD+45   188,00 44 21.1816,+45 55 12.775,14,14,0.0124,0.0122,90,A,O,2020yCat.1350....0G,24.3296,8.951,9.817,HighPM*,0
HD   4297,00 45 51.8210,+45 53 44.806,14,14,0.0271,0.0233,90,A,O,2020yCat.1350....0G,1.3691,8.907,8.853,Star,0
HD   4461,00 47 12.4445,+46 10 57.023,14,14,0.0202,0.0149,90,A,O,2020yCat.1350....0G,1.8208,9.543,9.633,Star,0
HD   4514,00 47 42.4611,+46 14 43.575,14,14,0.0209,0.016,90,A,O,2020yCat.1350....0G,3.25,8.37,9.57,Star,0
HD   3498,00 38 23.2360,+45 11 12.443,14,14,0.0192,0.0167,90,A,O,2020yCat.1350....0G,3.4615,8.74,9.21,Star,0
BD+44   134,00 38 27.5828,+45 32 21.802,14,14,0.0203,0.016,90,A,O,2020yCat.1350....0G,1.0188,8.69,10.38,Star,0
BD+44   156,00 45 34.0964,+45 36 48.209,14,14,0.0124,0.0107,90,A,O,2020yCat.1350....0G,3.0495,9.353,9.825,Star,0
HD   4364,00 46 27.0663,+45 25 35.463,14,14,0.0241,0.0192,90,A,O,2020yCat.1350....0G,6.1499,7.62,7.78,Star,0
V* BZ And,00 37 37.7436,+45 36 15.291,14,14,0.0275,0.022,90,A,O,2020yCat.1350....0G,2.0238,8.21,9.59,LongPeriodV*,0
BD+46   118,00 37 01.6028,+46 56 45.160,14,14,0.0158,0.013,90,A,O,2020yCat.1350....0G,1.792,9.85,9.97,Star,0
BD+46   120,00 37 06.1716,+47 11 24.422,14,14,0.0097,0.0087,90,A,O,2020yCat.1350....0G,1.008,9.73,10.92,Star,0
HD   3454,00 37 56.9909,+47 24 27.776,14,14,0.0195,0.0156,90,A,O,2020yCat.1350....0G,22.1226,7.53,8.0,SB*,0
HD   3531,00 38 41.5364,+46 57 24.790,14,14,0.3855,0.2666,90,A,O,2020yCat.1350....0G,8.466,6.75,7.72,HighPM*,0
GSC 03253-01989,00 38 43.3397,+46 57 24.515,14,14,0.0106,0.0087,90,A,O,2020yCat.1350....0G,0.8496,9.92,11.2,Star,0
BD+45   159,00 37 32.9585,+46 29 12.572,14,14,0.0144,0.0127,90,A,O,2020yCat.1350....0G,2.6251,9.05,10.21,Star,0
HD   3080,00 34 20.3092,+45 04 14.537,14,14,0.0162,0.0178,90,A,O,2020yCat.1350....0G,3.4379,9.02,9.12,Star,0
BD+44   122,00 35 10.8412,+44 50 19.100,14,14,0.0148,0.0156,90,A,O,2020yCat.1350....0G,5.7583,9.39,9.87,EmLine*,0
HD   3291,00 36 20.2407,+44 38 20.023,14,14,0.0384,0.0258,90,A,O,2020yCat.1350....0G,3.2688,7.3,7.25,Star,0
HD   3755,00 40 42.8593,+44 51 43.252,14,14,0.0122,0.013,90,A,O,2020yCat.1350....0G,3.2937,8.79,9.23,Star,0
HD   3838,00 41 26.6632,+44 48 53.166,14,14,0.0159,0.0153,90,A,O,2020yCat.1350....0G,4.3615,7.67,8.67,HighPM*,0
HD   3565,00 38 58.6271,+44 39 47.284,14,14,0.0292,0.0229,90,A,O,2020yCat.1350....0G,4.396,7.87,7.93,Star,0
IRAS 00388+4428,00 41 37.8495,+44 44 54.448,14,14,0.0197,0.0172,90,A,O,2020yCat.1350....0G,0.6623,9.35,11.04,Star,0
TYC 2796-618-1,00 35 14.5739,+44 56 59.259,14,14,0.0127,0.012,90,A,O,2020yCat.1350....0G,2.4254,9.71,10.73,Star,0
TYC 2796-714-1,00 37 04.0544,+44 48 49.866,14,14,0.0145,0.0124,90,A,O,2020yCat.1350....0G,2.8768,9.99,10.96,Star,0
